Id,MSSubClass,LotArea,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,ExterQual,BsmtQual,TotalBsmtSF,CentralAir,Electrical,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PoolArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice
655,20,10437,NoRidge,1Story,8,6,1995,Hip,Gd,Gd,2109,Y,SBrkr,2113,2,2,1,Gd,7,1,3,839,0,8,2008,WD,Normal,350000
656,160,1680,BrDale,2Story,6,5,1971,Gable,TA,TA,525,Y,SBrkr,1092,1,3,1,TA,6,0,1,264,0,3,2010,WD,Family,88000
657,20,10007,NAmes,1Story,5,7,1959,Gable,Gd,TA,1053,Y,SBrkr,1053,1,3,1,Gd,5,0,1,312,0,8,2008,WD,Normal,145500
658,70,7200,Crawfor,2Story,7,6,1931,Gable,TA,Gd,776,Y,SBrkr,1502,1,3,1,TA,6,1,1,270,0,2,2008,WD,Normal,149000
659,50,17503,NAmes,1.5Fin,6,5,1948,Gable,TA,TA,912,Y,SBrkr,1458,1,3,1,TA,6,1,1,330,0,1,2010,WD,Abnorml,97500
660,20,9937,Edwards,1Story,5,7,1964,Hip,TA,TA,1486,Y,SBrkr,1486,1,3,1,TA,7,0,2,480,0,3,2009,WD,Normal,167000
661,60,12384,NWAmes,2Story,7,7,1976,Gable,TA,Gd,793,Y,SBrkr,1935,2,3,1,TA,7,1,2,550,0,11,2007,WD,Normal,197900
662,60,46589,NoRidge,2Story,8,7,1994,Hip,Gd,Gd,1629,Y,SBrkr,2448,2,4,1,Gd,8,1,3,711,0,7,2009,WD,Normal,402000
663,20,13560,NAmes,1Story,6,3,1968,Hip,TA,Fa,1392,Y,SBrkr,1392,1,2,1,TA,5,2,2,576,0,7,2009,WD,Normal,110000
664,85,10012,Edwards,SFoyer,4,5,1972,Gable,TA,Gd,1138,Y,SBrkr,1181,2,3,1,TA,6,0,2,588,0,4,2008,WD,Normal,137500
665,20,20896,Somerst,1Story,8,5,2005,Gable,Gd,Ex,2077,Y,SBrkr,2097,1,1,1,Ex,8,1,3,1134,0,1,2006,New,Partial,423000
666,60,11194,Gilbert,2Story,8,5,2000,Gable,Gd,Gd,1406,Y,SBrkr,1936,2,3,1,Gd,7,1,2,504,0,11,2006,WD,Normal,230500
667,60,18450,NAmes,2Story,6,5,1965,Flat,TA,Gd,1021,Y,SBrkr,2380,2,3,1,TA,7,1,2,596,0,8,2007,WD,Abnorml,129000
668,20,8125,SawyerW,1Story,6,5,1994,Gable,TA,Gd,1408,Y,SBrkr,1679,2,3,1,Gd,7,1,2,575,0,10,2008,WD,Normal,193500
669,20,14175,Sawyer,1Story,5,6,1956,Gable,TA,TA,1188,Y,SBrkr,1437,1,3,1,TA,6,1,2,576,0,11,2006,WD,Normal,168000
670,30,11600,Crawfor,1Story,4,5,1922,Gable,TA,Fa,700,Y,SBrkr,1180,1,2,1,Fa,5,1,1,252,0,7,2006,WD,Normal,137500
671,60,8633,CollgCr,2Story,6,5,2005,Gable,Gd,Gd,738,Y,SBrkr,1476,2,3,1,Gd,7,0,2,540,0,2,2009,WD,Normal,173500
672,70,6629,Edwards,2Story,6,6,1925,Gambrel,TA,TA,672,N,SBrkr,1369,2,3,1,TA,6,0,1,300,0,7,2009,WD,Normal,103600
673,20,11250,Veenker,1Story,6,6,1977,Gable,Gd,Gd,1208,Y,SBrkr,1208,1,3,1,TA,6,1,2,546,0,6,2006,WD,Normal,165000
674,20,14442,Crawfor,1Story,6,7,1957,Hip,TA,TA,1477,Y,SBrkr,1839,2,3,1,Gd,7,2,2,416,0,6,2007,WD,Normal,257500
675,20,9200,NAmes,1Story,6,6,1965,Gable,TA,TA,1136,Y,SBrkr,1136,1,3,1,TA,5,1,1,384,0,7,2008,WD,Normal,140000
676,160,2289,NPkVill,2Story,6,6,1978,Gable,TA,TA,855,Y,SBrkr,1441,2,3,1,TA,7,1,2,440,0,4,2009,WD,Normal,148500
677,70,9600,OldTown,2Story,4,2,1900,Gable,TA,TA,1095,N,SBrkr,1774,2,4,2,TA,8,0,3,779,0,5,2006,WD,Normal,87000
678,30,9022,OldTown,1Story,5,8,1924,Gable,Gd,TA,768,Y,SBrkr,792,1,2,1,Gd,5,0,1,240,0,5,2009,WD,Normal,109500
679,20,11844,StoneBr,1Story,8,5,2008,Hip,Gd,Ex,2046,Y,SBrkr,2046,2,3,1,Gd,7,1,3,834,0,7,2009,New,Partial,372500
680,20,9945,Sawyer,1Story,5,5,1961,Hip,TA,TA,988,Y,SBrkr,988,1,3,1,TA,5,0,2,572,0,10,2007,WD,Normal,128500
681,120,8012,SawyerW,1Story,6,5,1980,Gable,TA,Gd,923,Y,SBrkr,923,2,2,1,TA,5,1,1,264,0,5,2010,WD,Normal,143000
682,50,4500,SWISU,1.5Fin,5,5,1932,Gable,TA,TA,793,Y,SBrkr,1520,1,3,1,TA,6,0,1,281,0,7,2009,WD,Abnorml,159434
683,120,2887,ClearCr,1Story,6,5,1996,Gable,TA,Gd,1291,Y,SBrkr,1291,1,2,1,Gd,6,1,2,431,0,11,2008,WD,Normal,173000
684,20,11248,CollgCr,1Story,9,5,2002,Hip,Gd,Gd,1626,Y,SBrkr,1668,2,3,1,Gd,7,1,3,702,0,7,2007,WD,Normal,285000
685,60,16770,NoRidge,2Story,7,5,1998,Gable,Gd,Gd,1195,Y,SBrkr,1839,2,4,1,TA,7,0,2,486,0,6,2010,WD,Normal,221000
686,160,5062,StoneBr,2Story,7,5,1984,Gable,Gd,Gd,1190,Y,SBrkr,2090,2,3,1,Gd,6,1,2,577,0,9,2007,WD,Normal,207500
687,60,10207,Somerst,2Story,7,6,2007,Gable,Gd,Gd,874,Y,SBrkr,1761,3,3,1,Gd,7,0,2,578,0,8,2007,New,Partial,227875
688,160,5105,Somerst,2Story,7,5,2004,Gable,Gd,Gd,551,Y,SBrkr,1102,2,2,1,Gd,4,0,2,480,0,3,2007,WD,Normal,148800
689,20,8089,StoneBr,1Story,8,6,2007,Gable,Gd,Gd,1419,Y,SBrkr,1419,2,2,1,Gd,7,1,2,567,0,10,2007,New,Partial,392000
690,120,7577,NridgHt,1Story,6,5,2005,Gable,Gd,Gd,1362,Y,SBrkr,1362,2,2,1,Gd,6,1,2,460,0,6,2007,WD,Normal,194700
691,120,4426,CollgCr,1Story,6,5,2004,Gable,Gd,Gd,848,Y,SBrkr,848,1,1,1,Gd,3,1,2,420,0,5,2008,WD,Normal,141000
692,60,21535,NoRidge,2Story,10,6,1994,Gable,Ex,Ex,2444,Y,SBrkr,4316,3,4,1,Ex,10,2,3,832,0,1,2007,WD,Normal,755000
693,60,26178,Timber,2Story,7,5,1989,Hip,Gd,Gd,1210,Y,SBrkr,2519,2,4,1,Gd,9,2,2,628,0,4,2006,WD,Normal,335000
694,30,5400,OldTown,1Story,5,6,1921,Gable,TA,TA,1073,Y,SBrkr,1073,1,2,1,TA,4,0,1,326,0,12,2006,WD,Abnorml,108480
695,50,6120,BrkSide,1.5Fin,5,6,1936,Gable,TA,TA,927,Y,SBrkr,1539,1,3,1,TA,5,0,2,576,0,4,2009,WD,Normal,141500
696,20,13811,Timber,1Story,6,6,1987,Gable,TA,Gd,1112,Y,SBrkr,1137,2,2,1,Gd,5,1,2,551,0,7,2006,WD,Normal,176000
697,30,6000,BrkSide,1Story,5,7,1921,Gable,TA,TA,616,Y,SBrkr,616,1,2,1,TA,4,0,1,205,0,6,2006,WD,Normal,89000
698,20,6420,Edwards,1Story,5,7,1952,Gable,TA,Ex,980,Y,FuseA,1148,1,2,1,TA,6,0,1,308,0,9,2006,WD,Normal,123500
699,20,8450,Sawyer,1Story,5,8,1965,Gable,TA,TA,894,Y,SBrkr,894,1,3,1,TA,5,1,1,336,0,4,2010,WD,Normal,138500
700,120,4282,Somerst,1Story,7,5,2004,Gable,Gd,Gd,1391,Y,SBrkr,1391,2,2,1,Gd,5,0,2,530,0,7,2008,WD,Normal,196000
701,20,14331,Timber,1Story,8,5,2002,Hip,Gd,Ex,1800,Y,SBrkr,1800,2,3,1,Gd,7,1,3,765,0,5,2006,WD,Normal,312500
702,20,9600,NWAmes,1Story,7,5,1969,Hip,TA,TA,1164,Y,SBrkr,1164,1,3,1,TA,6,0,2,528,0,7,2006,COD,Normal,140000
703,60,12438,StoneBr,2Story,8,5,2006,Hip,Ex,Ex,1234,Y,SBrkr,2576,2,4,1,Ex,10,1,3,666,0,7,2006,New,Partial,361919
704,190,7630,OldTown,2Story,5,9,1900,Gable,TA,Gd,360,Y,SBrkr,1812,2,4,2,Gd,8,1,2,672,0,5,2010,WD,Normal,140000
705,20,8400,CollgCr,1Story,7,5,2004,Gable,Gd,Gd,1473,Y,SBrkr,1484,2,3,1,Gd,7,0,2,606,0,5,2010,WD,Normal,213000
706,190,5600,IDOTRR,2Story,4,5,1930,Hip,Fa,NA,0,N,SBrkr,1092,2,3,2,Fa,7,0,0,0,0,7,2010,WD,Normal,55000
707,20,115149,ClearCr,1Story,7,5,1971,Gable,TA,Gd,1643,Y,SBrkr,1824,2,2,1,Gd,5,2,2,739,0,6,2007,WD,Normal,302000
708,120,6240,NridgHt,1Story,8,5,2006,Hip,Gd,Gd,1324,Y,SBrkr,1324,2,2,1,Gd,6,1,2,550,0,12,2009,WD,Normal,254000
709,60,9018,Gilbert,2Story,7,5,2007,Hip,Gd,Gd,728,Y,SBrkr,1456,2,3,1,Gd,8,1,2,400,0,7,2007,New,Partial,179540
710,20,7162,Sawyer,1Story,5,7,1966,Gable,TA,TA,876,Y,SBrkr,904,1,3,1,TA,6,0,1,408,0,12,2008,WD,Abnorml,109900
711,30,4130,BrkSide,1Story,3,6,1935,Gable,Gd,TA,270,Y,SBrkr,729,1,2,1,TA,5,0,0,0,0,7,2008,WD,Normal,52000
712,50,8712,IDOTRR,1.5Fin,4,7,1900,Gable,TA,TA,859,Y,SBrkr,1178,1,2,1,TA,7,0,1,384,0,1,2010,WD,Abnorml,102776
713,120,4671,StoneBr,1Story,8,5,1988,Gable,Gd,Gd,1228,Y,SBrkr,1228,2,2,1,Gd,5,1,2,472,0,10,2008,WD,Normal,189000
714,190,9873,BrkSide,1Story,4,5,1970,Gable,TA,TA,960,N,SBrkr,960,1,3,1,TA,6,0,2,576,0,5,2006,WD,Normal,129000
715,60,13517,Sawyer,2Story,6,8,1976,Gable,Gd,TA,725,Y,SBrkr,1479,2,3,1,Gd,6,0,2,475,0,3,2010,WD,Normal,130500
716,20,10140,NWAmes,1Story,6,5,1974,Hip,TA,Gd,1064,Y,SBrkr,1350,2,3,1,TA,7,1,2,478,0,8,2009,WD,Normal,165000
717,70,10800,OldTown,2Story,7,8,1890,Gable,TA,TA,718,Y,SBrkr,2554,1,3,1,TA,8,0,2,704,0,7,2007,WD,Normal,159500
718,20,10000,NWAmes,1Story,5,6,1973,Gable,TA,Gd,1176,Y,SBrkr,1178,1,3,1,Gd,5,1,2,439,0,11,2008,WD,Normal,157000
719,60,10542,NoRidge,2Story,7,5,1993,Hip,Gd,Gd,1311,Y,SBrkr,2418,2,3,1,Gd,9,1,3,983,0,8,2008,WD,Normal,341000
720,20,9920,CollgCr,1Story,5,6,1969,Gable,TA,Gd,971,Y,SBrkr,971,1,3,1,TA,5,1,1,300,0,5,2006,WD,Normal,128500
721,120,6563,StoneBr,1Story,8,5,1985,Gable,Gd,Gd,1742,Y,SBrkr,1742,2,2,1,Gd,5,1,2,564,0,12,2006,WD,Normal,275000
722,120,4426,CollgCr,1Story,6,5,2004,Gable,Gd,Gd,848,Y,SBrkr,848,1,1,1,Gd,3,0,2,420,0,5,2010,WD,Normal,143000
723,20,8120,NAmes,1Story,4,7,1970,Gable,TA,TA,864,Y,SBrkr,864,1,3,1,TA,5,0,2,463,0,7,2009,WD,Normal,124500
724,50,8172,Edwards,1.5Fin,4,6,1954,Gable,TA,TA,941,Y,SBrkr,1470,2,4,1,TA,7,0,1,548,0,5,2008,WD,Normal,135000
725,20,13286,Edwards,1Story,9,5,2007,Hip,Ex,Ex,1698,Y,SBrkr,1698,2,3,1,Ex,8,1,3,768,0,2,2009,WD,Normal,320000
726,20,6960,NAmes,1Story,4,6,1970,Gable,TA,TA,864,Y,SBrkr,864,1,3,1,Gd,5,0,2,660,0,11,2009,WD,Normal,120500
727,20,21695,Crawfor,1Story,6,9,1988,Hip,Gd,Gd,880,Y,SBrkr,1680,2,3,1,Gd,5,1,2,540,0,12,2009,WD,Normal,222000
728,20,7314,CollgCr,1Story,7,5,2007,Gable,Gd,Gd,1232,Y,SBrkr,1232,2,2,1,Gd,6,0,2,632,0,2,2009,WD,Normal,194500
729,90,11475,NAmes,1Story,5,5,1958,Gable,TA,TA,1584,Y,SBrkr,1776,2,4,2,TA,9,0,3,888,0,7,2009,COD,Abnorml,110000
730,30,6240,IDOTRR,1.5Fin,4,5,1925,Gable,TA,TA,780,Y,FuseA,1208,1,2,1,TA,5,0,2,539,0,1,2009,WD,Normal,103000
731,120,5389,StoneBr,1Story,8,5,1995,Gable,Gd,Gd,1595,Y,SBrkr,1616,2,2,1,Gd,5,1,2,608,0,3,2010,WD,Normal,236500
732,80,9590,Timber,SLvl,7,5,2003,Gable,Gd,Ex,868,Y,SBrkr,1146,2,3,1,Gd,6,1,2,438,0,5,2007,WD,Normal,187500
733,60,11404,CollgCr,2Story,7,5,1998,Gable,Gd,Gd,1153,Y,SBrkr,2031,2,3,1,Gd,8,1,2,541,0,7,2008,WD,Normal,222500
734,20,10000,Sawyer,1Story,5,6,1961,Hip,TA,TA,864,Y,SBrkr,1144,1,3,1,TA,6,1,1,264,0,3,2009,WD,Normal,131400
735,20,8978,Sawyer,1Story,5,5,1968,Gable,TA,TA,948,Y,SBrkr,948,1,3,1,TA,6,0,1,300,0,5,2007,WD,Family,108000
736,75,10800,OldTown,2.5Unf,7,7,1914,Gable,TA,Gd,880,N,SBrkr,1768,1,2,1,TA,6,2,2,320,0,10,2006,WD,Normal,163000
737,90,8544,NAmes,1Story,3,4,1950,Gable,TA,NA,0,N,FuseF,1040,2,2,2,TA,6,0,2,400,0,7,2006,WD,Normal,93500
738,60,10463,Gilbert,2Story,8,5,2005,Gable,Gd,Gd,893,Y,SBrkr,1801,2,3,1,Gd,8,1,3,800,0,6,2006,WD,Normal,239900
739,90,10800,Edwards,1Story,5,5,1987,Gable,TA,Gd,1200,Y,SBrkr,1200,3,3,1,TA,5,0,0,0,0,3,2009,WD,Alloca,179000
740,60,9313,CollgCr,2Story,7,5,2004,Gable,Gd,Gd,864,Y,SBrkr,1728,2,3,1,Gd,7,0,2,572,0,4,2009,WD,Normal,190000
741,70,9600,OldTown,2Story,5,7,1910,Gable,TA,Fa,264,Y,SBrkr,1432,2,2,1,TA,7,0,2,360,0,5,2007,WD,Abnorml,132000
742,20,6768,Sawyer,1Story,6,8,1961,Hip,TA,TA,912,Y,SBrkr,912,1,3,1,Gd,5,0,1,288,0,5,2008,WD,Normal,142000
743,20,8450,SawyerW,1Story,7,5,2000,Gable,TA,Gd,1349,Y,SBrkr,1349,2,3,1,TA,6,0,2,539,0,12,2007,WD,Normal,179000
744,80,12886,Sawyer,SLvl,5,6,1963,Gable,TA,Gd,520,Y,SBrkr,1464,2,3,1,TA,6,1,2,480,0,10,2009,WD,Normal,175000
745,120,5395,StoneBr,1Story,8,5,1993,Gable,Gd,Gd,1337,Y,SBrkr,1337,2,2,1,Gd,5,1,2,462,0,10,2008,WD,Normal,180000
746,60,8963,NWAmes,2Story,8,9,1976,Hip,Ex,TA,1142,Y,SBrkr,2715,3,4,1,Gd,11,2,2,831,0,7,2008,WD,Normal,299800
747,60,8795,Gilbert,2Story,7,5,2000,Gable,Gd,Gd,952,Y,SBrkr,2256,2,4,1,Gd,8,1,2,554,0,4,2009,WD,Normal,236000
748,70,11700,OldTown,2Story,7,7,1880,Mansard,Gd,TA,1240,N,SBrkr,2640,1,4,1,Gd,8,1,4,864,0,5,2009,WD,Normal,265979
749,20,10593,NoRidge,1Story,7,5,1996,Hip,Gd,Gd,1720,Y,SBrkr,1720,2,3,1,Gd,7,1,2,527,0,3,2010,WD,Normal,260400
750,50,8405,Edwards,1.5Fin,4,3,1945,Gable,TA,NA,0,N,FuseF,1529,2,4,1,TA,9,0,1,240,0,4,2009,WD,Normal,98000
751,50,8800,OldTown,1.5Fin,4,7,1910,Gable,TA,TA,576,Y,SBrkr,1140,1,3,1,TA,7,0,0,0,0,6,2010,WD,Normal,96500
752,60,7750,Gilbert,2Story,7,5,2003,Gable,Gd,Gd,660,Y,SBrkr,1320,2,3,1,Gd,6,0,2,400,0,8,2007,WD,Normal,162000
753,20,9236,CollgCr,1Story,6,5,1997,Gable,TA,Gd,1479,Y,SBrkr,1494,2,3,1,Gd,6,0,2,576,0,7,2006,WD,Normal,217000
754,60,10240,NridgHt,2Story,8,5,2005,Gable,Gd,Gd,1030,Y,SBrkr,2098,2,3,1,Ex,8,1,3,878,0,3,2006,WD,Normal,275500
755,20,7930,NAmes,1Story,6,8,1969,Gable,TA,TA,1026,Y,SBrkr,1026,1,3,1,Gd,5,0,2,440,0,7,2009,WD,Normal,156000
756,160,3230,Somerst,2Story,6,5,1999,Gable,TA,Gd,729,Y,SBrkr,1471,2,3,1,TA,6,0,2,440,0,3,2009,WD,Normal,172500
757,60,10769,CollgCr,2Story,8,5,2007,Gable,Gd,Gd,866,Y,SBrkr,1768,2,3,1,Gd,7,0,2,578,0,4,2009,WD,Normal,212000
758,60,11616,Sawyer,2Story,6,5,1978,Hip,TA,TA,672,Y,SBrkr,1386,2,3,1,TA,6,1,2,440,0,4,2010,WD,Abnorml,158900
759,160,2280,Somerst,2Story,7,5,1999,Gable,TA,Gd,744,Y,SBrkr,1501,2,3,1,TA,6,0,2,440,0,8,2008,WD,Normal,179400
760,60,12257,NoRidge,2Story,8,5,1995,Gable,Gd,Gd,1318,Y,SBrkr,2531,2,4,1,Gd,9,1,3,752,0,11,2007,WD,Normal,290000
761,20,9100,NAmes,1Story,6,6,1959,Hip,TA,TA,864,Y,SBrkr,864,1,2,1,TA,5,0,1,300,0,10,2009,WD,Normal,127500
762,30,6911,BrkSide,1Story,5,5,1924,Gable,TA,TA,1145,Y,SBrkr,1301,1,2,1,Fa,5,0,2,440,0,10,2009,WD,Normal,100000
763,60,8640,Somerst,2Story,7,5,2009,Gable,TA,Gd,756,Y,SBrkr,1547,2,3,1,Gd,7,0,2,614,0,6,2010,Con,Normal,215200
764,60,9430,NoRidge,2Story,8,5,1999,Gable,Gd,Gd,1252,Y,SBrkr,2365,2,3,1,Gd,8,1,3,856,0,7,2009,WD,Normal,337000
765,120,9549,Veenker,1Story,8,5,1995,Hip,Gd,Gd,1494,Y,SBrkr,1494,1,2,1,Ex,6,1,2,481,0,4,2006,WD,Normal,270000
766,20,14587,Somerst,1Story,9,5,2008,Gable,Gd,Gd,1498,Y,SBrkr,1506,2,2,1,Ex,6,1,2,592,0,8,2008,New,Partial,264132
767,60,10421,NWAmes,2Story,7,5,1988,Gable,TA,Gd,980,Y,SBrkr,1714,2,3,1,TA,7,1,2,496,0,3,2010,WD,Normal,196500
768,50,12508,Mitchel,1.5Fin,6,7,1940,Gable,TA,Gd,983,Y,SBrkr,1750,2,4,1,TA,7,0,1,423,0,7,2008,WD,Normal,160000
769,20,9100,CollgCr,1Story,7,5,2004,Hip,Gd,Gd,1860,Y,SBrkr,1836,2,3,1,Gd,8,1,2,484,0,10,2006,WD,Normal,216837
770,60,53504,StoneBr,2Story,8,5,2003,Hip,Ex,Gd,1650,Y,SBrkr,3279,3,4,1,Ex,12,1,3,841,0,6,2010,WD,Normal,538000
771,85,7252,Sawyer,SFoyer,5,5,1982,Hip,TA,Gd,858,Y,SBrkr,858,1,2,1,TA,5,0,2,576,0,4,2009,WD,Normal,134900
772,20,8877,Edwards,1Story,4,5,1951,Gable,TA,Fa,836,Y,FuseF,1220,1,2,1,TA,6,0,2,396,0,4,2006,COD,Normal,102000
773,80,7819,Edwards,SLvl,6,5,1976,Gable,TA,TA,1029,Y,SBrkr,1117,1,3,1,TA,6,1,2,672,0,3,2010,WD,Abnorml,107000
774,20,10150,NAmes,1Story,5,5,1958,Gable,TA,TA,912,Y,FuseA,912,1,2,1,TA,5,0,1,275,0,7,2007,COD,Normal,114500
775,20,14226,NridgHt,1Story,8,5,2006,Hip,Gd,Gd,1935,Y,SBrkr,1973,2,3,1,Gd,9,1,3,895,0,7,2007,New,Partial,395000
776,120,4500,Mitchel,1Story,6,5,1998,Hip,TA,Ex,1204,Y,SBrkr,1204,2,2,1,TA,5,0,2,412,0,6,2009,WD,Normal,162000
777,20,11210,CollgCr,1Story,7,5,2005,Gable,Gd,Gd,1614,Y,SBrkr,1614,2,3,1,Gd,7,0,3,865,0,7,2006,New,Partial,221500
778,20,13350,Sawyer,1Story,5,5,1974,Hip,TA,TA,864,Y,SBrkr,894,1,3,1,TA,5,1,2,440,0,6,2006,WD,Normal,142500
779,90,8400,SawyerW,1Story,5,5,1977,Gable,TA,NA,0,Y,SBrkr,2020,2,4,2,TA,10,2,2,630,0,10,2007,WD,Normal,144000
780,90,10530,Mitchel,SFoyer,6,5,1977,Gable,TA,Gd,975,Y,SBrkr,1004,1,2,1,TA,4,0,2,504,0,5,2006,WD,Normal,135000
781,20,7875,Gilbert,1Story,7,5,1995,Gable,TA,Gd,1237,Y,SBrkr,1253,2,3,1,TA,6,1,2,402,0,6,2007,WD,Normal,176000
782,60,7153,SawyerW,2Story,6,5,1992,Gable,Gd,Gd,761,Y,SBrkr,1603,2,3,1,Gd,7,0,2,484,0,7,2006,WD,Normal,175900
783,20,16285,CollgCr,1Story,7,5,2001,Gable,Gd,Gd,1413,Y,SBrkr,1430,2,3,1,Gd,6,0,2,605,0,6,2009,WD,Normal,187100
784,85,9101,Mitchel,SFoyer,5,6,1978,Gable,TA,Gd,1097,Y,SBrkr,1110,1,1,1,Gd,4,1,2,602,0,7,2009,WD,Normal,165500
785,75,6300,OldTown,2.5Unf,6,6,1914,Gable,TA,TA,742,Y,SBrkr,1484,2,3,1,TA,9,1,0,0,0,6,2008,WD,Normal,128000
786,20,9790,NWAmes,1Story,6,5,1967,Gable,TA,TA,1372,Y,SBrkr,1342,2,3,1,TA,7,1,2,457,0,9,2009,WD,Normal,161500
787,50,10800,OldTown,1.5Fin,5,6,1915,Gable,TA,Fa,686,Y,SBrkr,1652,2,4,1,TA,7,0,1,416,0,6,2010,WD,Normal,139000
788,60,10142,SawyerW,2Story,7,5,2004,Gable,Gd,Gd,956,Y,SBrkr,2084,2,4,1,Gd,8,0,2,618,0,1,2010,WD,Normal,233000
789,20,6000,OldTown,1Story,4,7,1954,Gable,TA,TA,901,Y,SBrkr,901,1,2,1,TA,4,0,1,281,0,8,2008,WD,Normal,107900
790,60,12205,ClearCr,2Story,6,8,1966,Gable,TA,TA,832,Y,SBrkr,2087,2,5,1,Gd,9,0,2,444,0,7,2007,WD,Normal,187500
791,120,3182,Blmngtn,1Story,7,5,2005,Gable,Gd,Gd,1145,Y,SBrkr,1145,2,2,1,Gd,5,1,2,397,0,9,2009,WD,Normal,160200
792,80,11333,Mitchel,SLvl,6,5,1976,Gable,TA,Gd,1029,Y,SBrkr,1062,1,3,1,TA,5,2,2,539,0,5,2007,WD,Normal,146800
793,60,9920,NoRidge,2Story,7,5,1996,Gable,Gd,Gd,1117,Y,SBrkr,2013,2,3,1,TA,8,1,2,455,0,6,2007,WD,Normal,269790
794,20,9158,Somerst,1Story,8,5,2007,Gable,Gd,Gd,1496,Y,SBrkr,1496,2,3,1,Gd,7,0,2,474,0,6,2007,New,Partial,225000
795,60,10832,Gilbert,2Story,7,5,1994,Gable,Gd,Gd,712,Y,SBrkr,1895,2,3,1,Gd,7,1,2,409,0,10,2008,WD,Normal,194500
796,60,8400,SawyerW,2Story,6,6,1980,Gable,TA,Gd,650,Y,SBrkr,1564,2,3,1,TA,7,1,2,476,0,4,2010,WD,Normal,171000
797,20,8197,Sawyer,1Story,6,5,1977,Gable,TA,TA,660,Y,SBrkr,1285,1,3,1,TA,7,1,2,528,0,4,2007,WD,Normal,143500
798,20,7677,NAmes,1Story,5,5,1953,Gable,TA,TA,773,Y,SBrkr,773,1,2,1,TA,4,0,1,240,0,4,2008,WD,Abnorml,110000
799,60,13518,NridgHt,2Story,9,5,2008,Hip,Ex,Ex,1926,Y,SBrkr,3140,3,4,1,Ex,11,2,3,820,0,7,2009,New,Partial,485000
800,50,7200,SWISU,1.5Fin,5,7,1937,Gable,TA,Gd,731,Y,SBrkr,1768,1,3,1,Gd,7,2,1,240,0,6,2007,WD,Normal,175000
801,60,12798,ClearCr,2Story,6,5,1997,Gable,TA,Gd,616,Y,SBrkr,1688,2,4,1,Gd,8,0,2,603,0,5,2008,WD,Normal,200000
802,30,4800,IDOTRR,1Story,4,7,1916,Gable,TA,TA,1196,Y,FuseA,1196,1,2,1,TA,5,0,2,440,0,7,2007,WD,Normal,109900
803,60,8199,CollgCr,2Story,7,5,2005,Gable,Gd,Gd,728,Y,SBrkr,1456,2,3,1,Gd,7,1,2,410,0,10,2008,WD,Normal,189000
804,60,13891,NridgHt,2Story,9,5,2008,Hip,Ex,Ex,1734,Y,SBrkr,2822,3,4,1,Ex,12,1,3,1020,0,1,2009,New,Partial,582933
805,20,9000,NAmes,1Story,5,5,1954,Gable,TA,TA,936,Y,SBrkr,1128,1,2,1,TA,5,0,1,286,0,6,2006,WD,Family,118000
806,20,12274,Somerst,1Story,7,5,2008,Gable,Gd,Gd,1417,Y,SBrkr,1428,2,3,1,Ex,6,0,2,554,0,7,2008,New,Partial,227680
807,80,9750,NAmes,SLvl,5,5,1967,Gable,TA,TA,980,Y,SBrkr,980,2,3,1,TA,6,0,1,384,0,10,2006,WD,Normal,135500
808,70,21384,BrkSide,2Story,5,6,1923,Gable,TA,TA,1324,Y,SBrkr,1576,1,3,1,Gd,6,1,2,528,0,5,2009,WD,Normal,223500
809,80,13400,NAmes,SLvl,5,5,1966,Gable,TA,TA,1024,Y,SBrkr,1086,1,3,1,TA,6,1,2,484,0,6,2006,WD,Normal,159950
810,75,8100,OldTown,2.5Unf,5,5,1898,Hip,TA,TA,849,N,FuseA,2138,2,2,3,TA,11,0,2,360,0,11,2009,WD,Normal,106000
811,20,10140,NWAmes,1Story,6,6,1974,Hip,TA,TA,1040,Y,SBrkr,1309,1,3,1,Gd,5,1,2,484,648,1,2006,WD,Normal,181000
812,120,4438,CollgCr,1Story,6,5,2004,Gable,Gd,Gd,848,Y,SBrkr,848,1,1,1,Gd,4,1,2,420,0,6,2008,ConLD,Normal,144500
813,20,8712,IDOTRR,1Story,5,5,1952,Hip,Fa,TA,540,N,FuseA,1044,1,2,1,Fa,4,0,2,504,0,6,2010,WD,Alloca,55993
814,20,9750,NAmes,1Story,6,6,1958,Gable,TA,TA,1442,Y,SBrkr,1442,1,4,1,TA,7,0,1,301,0,4,2007,COD,Normal,157900
815,50,8248,Edwards,1.5Fin,5,7,1918,Gable,TA,TA,686,Y,SBrkr,1250,1,3,1,Fa,7,0,1,280,0,7,2006,WD,Normal,116000
816,20,12137,CollgCr,1Story,7,5,1998,Gable,TA,Gd,1649,Y,SBrkr,1661,2,3,1,Gd,6,0,2,598,0,5,2010,WD,Normal,224900
817,20,11425,NAmes,1Story,5,6,1954,Gable,TA,TA,1008,Y,SBrkr,1008,1,2,1,TA,4,1,1,275,0,7,2006,WD,Normal,137000
818,20,13265,Mitchel,1Story,8,5,2002,Hip,Gd,Gd,1568,Y,SBrkr,1689,2,3,1,Gd,7,2,3,857,0,7,2008,WD,Normal,271000
